id,rated,turns,victory_status,winner,increment_code,white_rating,black_rating,first_move,opening_eco,opening_name,opening_ply
3wL1Yzki,FALSE,20,resign,black,8+4,1349,1500,e4,C40,Elephant Gambit,4
T5M34F4W,TRUE,61,mate,white,5+8,1066,1174,e4,C68,Ruy Lopez: Exchange Variation,7
ebl2YlrJ,TRUE,21,mate,white,10+0,1262,1236,e4,C46,Four Knights Game: Italian Variation,7
OdJHMn02,TRUE,47,mate,white,10+5,1460,1279,e4,C26,Vienna Game: Stanley Variation |  Reversed Spanish,6
uGuoeGsc,TRUE,80,mate,black,10+3,1390,1346,e4,B93,Sicilian Defense: Najdorf Variation |  Amsterdam Variation,11
lqtIurpJ,TRUE,88,resign,black,10+0,1571,1784,d4,D30,Queen's Gambit Declined,4
Rq5dDXtu,TRUE,59,resign,white,10+0,1806,1577,d4,B08,Pirc Defense: Classical Variation |  Quiet System,9
ro6YV4Nk,TRUE,35,resign,black,10+0,1584,1737,d4,D32,Tarrasch Defense: Symmetrical Variation,10
2PAwnrXN,TRUE,43,resign,black,10+0,1597,1583,d4,A40,Mikenas Defense,2
DC1d5QWd,TRUE,37,resign,white,10+0,2081,1599,b4,A00,Polish Opening: Outflank Variation,2
rdWkYoUB,TRUE,101,outoftime,white,10+0,1592,1390,d4,A40,Englund Gambit,2
DqQRZe8T,TRUE,63,resign,white,10+0,1828,1598,e4,B07,Pirc Defense,4
pyLvshFK,TRUE,122,outoftime,draw,10+0,1648,1596,e4,B08,Pirc Defense: Classical Variation,8
rorqJ7ny,TRUE,78,resign,black,10+0,1613,1520,d4,D11,Slav Defense: Quiet Variation,7
M0Wm8L5d,TRUE,56,resign,black,10+0,1495,1603,e4,B08,Pirc Defense: Classical Variation |  Schlechter Variation,9
CTzcye1m,TRUE,73,mate,white,10+0,1599,1274,d4,A41,Old Indian Defense,3
H2yp1ons,TRUE,111,draw,draw,10+0,1875,1589,e4,B07,Pirc Defense #4,2
Z0Yucvgu,TRUE,45,resign,white,10+0,1636,1601,e4,B07,Pirc Defense #4,2
SS1yeeSs,TRUE,72,outoftime,black,10+0,1657,1584,e3,A00,Van't Kruijs Opening,1
roobN3TP,TRUE,17,mate,white,10+0,1576,1373,d4,D20,Queen's Gambit Accepted: Saduleto Variation,5
yAMXlSxM,TRUE,69,resign,black,10+0,1593,1549,d4,A43,Benoni Defense: Benoni Gambit Accepted,3
cYrclVmM,TRUE,82,resign,black,10+0,1606,1644,d4,D00,Queen's Pawn Game: Mason Attack,3
rKKIW4PJ,TRUE,16,resign,black,10+0,1678,1586,e4,B04,Alekhine Defense: Modern Variation |  Larsen Variation,8
iHadiBiU,TRUE,93,resign,white,10+0,1790,1594,e4,B02,Alekhine Defense: Two Pawn Attack,5
8NwsfbjO,TRUE,54,resign,black,10+0,1597,2007,d4,D00,Queen's Pawn Game: Steinitz Countergambit,4
DS3xl3Q4,TRUE,55,resign,white,10+0,1581,1566,d4,D00,Queen's Pawn Game: Mason Attack,3
OHwgelWu,TRUE,57,mate,white,10+0,1495,1500,e4,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
5BwhNheD,FALSE,77,resign,white,15+8,1040,1215,e4,C00,French Defense #2,2
w6zqfhuO,FALSE,62,resign,black,30+5,1215,1500,e3,A00,Van't Kruijs Opening,1
hRiMojQM,TRUE,56,mate,black,20+0,1289,1442,e4,C20,King's Pawn Game: Leonardis Variation,3
Y3fRuopv,TRUE,39,mate,white,20+0,1434,1500,e4,C50,Italian Game,5
C7lT77x8,FALSE,15,resign,white,15+0,1500,1266,e4,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11
aymcj3Hr,FALSE,53,resign,white,5+60,1525,1888,e4,C42,Petrov's Defense #2,5
W12YyI4z,TRUE,85,mate,white,20+10,1861,1797,Nc3,A00,Van Geet Opening,1
sonJbky4,TRUE,31,resign,white,17+17,1824,1805,Nc3,C14,French Defense: Classical Variation |  Steinitz Variation,13
Km62hxe5,TRUE,55,mate,white,15+0,1786,1748,Nc3,C10,French Defense: Paulsen Variation,5
U7I9Cba8,TRUE,81,mate,white,20+0,1710,1972,Nc3,A00,Van Geet Opening,1
FXGSmH7e,TRUE,67,resign,white,15+5,1650,1695,Nc3,C28,Bishop's Opening: Vienna Hybrid,7
A75niRgn,TRUE,37,mate,white,15+5,1565,1709,Nc3,C26,Vienna Game: Stanley Variation,5
N572gIDZ,TRUE,46,outoftime,black,10+0,1637,1462,d4,D02,Queen's Pawn Game: London System,5
tcLBn6hu,TRUE,56,mate,black,10+5,1578,1325,e4,C43,Russian Game: Modern Attack |  Symmetrical Variation #2,6
aO2ifNjj,TRUE,68,resign,black,15+5,1326,1480,Nh3,E00,Amar Opening,1
VMry8u17,FALSE,52,resign,white,10+0,1500,1326,e4,B00,Goldsmith Defense,2
t6gagL5a,TRUE,16,mate,black,8+5,1363,1740,c4,A15,English Opening: Anglo-Indian Defense,2
ictXlymz,TRUE,75,mate,white,5+8,1500,1615,e4,B32,Sicilian Defense: Franco-Sicilian Variation,6
ToAvscgy,FALSE,48,mate,black,10+0,1270,1372,d4,A40,Horwitz Defense,2
tcUVmqCf,FALSE,68,mate,black,10+0,1328,1372,d4,C01,French Defense: Mediterranean Defense,4
Lb8cN6w5,FALSE,130,resign,black,18+0,1372,1293,c4,A13,English Opening: Agincourt Defense,2
7MLLt4gR,FALSE,94,resign,black,8+0,1336,1372,e3,A00,Van't Kruijs Opening,1
3C4nWcmf,FALSE,46,resign,black,6+3,826,1372,e4,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
Ugfn1onW,FALSE,34,mate,black,5+8,1500,1372,g4,A00,Grob Opening,1
uuqb18EP,FALSE,46,resign,black,5+8,1372,1500,c4,A11,English Opening: Caro-Kann Defensive System,2
D859n4rf,FALSE,67,mate,white,5+8,1500,1372,e4,B22,Sicilian Defense: Alapin Variation,3
FgDD4fZI,FALSE,59,resign,white,10+1,1500,1372,c4,E70,King's Indian Defense: Normal Variation,7
MbfSD60K,FALSE,56,mate,black,10+1,1372,1500,e4,C00,French Defense: Knight Variation,3
hTC7kfx9,FALSE,106,resign,black,10+0,1372,1500,c4,A15,English Opening: Anglo-Indian Defense,2
UpFRBQUs,FALSE,103,resign,white,10+0,1500,1372,e4,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
u97enBOO,FALSE,75,resign,white,3+8,1372,2093,c4,A11,English Opening: Caro-Kann Defensive System,2
vpxMcdw8,FALSE,75,resign,white,15+0,1500,1372,Nf3,A04,Zukertort Opening: Sicilian Invitation,2
o9wcvI74,FALSE,34,resign,black,10+0,1372,1500,e4,C00,French Defense: Knight Variation,3
lrbGMtxy,FALSE,54,resign,black,10+0,1372,1500,c4,A13,English Opening: Agincourt Defense,2
vVljT231,FALSE,93,draw,draw,5+8,1372,1500,c4,A21,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,4
zuagwUSi,FALSE,109,resign,white,10+0,1500,1372,d4,D32,Tarrasch Defense: Symmetrical Variation,10
dByHjHwL,TRUE,57,mate,white,5+8,1710,1376,e4,B21,Sicilian Defense: Smith-Morra Gambit #2,3
zcogtzLw,TRUE,55,resign,white,14+0,1708,1851,e4,B32,Sicilian Defense: Open #3,7
nTUQdw6m,TRUE,53,resign,black,5+5,1245,1336,e4,B30,Sicilian Defense: Old Sicilian,4
5zAP1SOI,TRUE,48,resign,white,15+0,1599,2051,e4,C01,French Defense: Exchange Variation,5
Iw4qlIiR,TRUE,52,mate,black,15+0,1446,1556,e4,B20,Sicilian Defense: Bowdler Attack,3
HVOv7erB,TRUE,92,draw,draw,10+2,1418,1589,e4,B20,Sicilian Defense: Bowdler Attack,3
qb4JUKki,TRUE,105,outoftime,white,15+0,1512,1465,e4,C46,Three Knights Opening,5
jRJu2iO5,TRUE,55,mate,white,15+0,1470,1195,e3,A00,Van't Kruijs Opening,1
BuvszjJ7,TRUE,38,resign,white,20+10,1559,1641,c4,B10,Caro-Kann Defense: Accelerated Panov Attack |  Open Variation,4
PYhyYsAQ,TRUE,41,draw,draw,10+8,1771,1500,e4,B32,Sicilian Defense: Godiva Variation,8
hXRZCnVf,TRUE,75,mate,white,11+11,1420,1483,e4,C41,Philidor Defense #2,4
P8j1Sblw,TRUE,113,mate,white,180+180,1421,1315,e4,C20,King's Pawn Game: Leonardis Variation,3
rZDhnp9r,TRUE,4,resign,white,180+180,1240,1240,e4,C20,King's Pawn Game: King's Head Opening #2,3
2MaPQVeB,TRUE,36,resign,white,15+10,2078,1960,e4,C11,French Defense: Classical Variation,6
xHR40apb,TRUE,36,resign,black,15+10,1969,2023,e4,B40,Sicilian Defense: Smith-Morra Gambit Deferred,7
UTH6E5B6,TRUE,27,resign,white,15+10,1936,1980,e4,C15,French Defense: Winawer Variation,6
RebUNQFN,TRUE,27,resign,black,10+10,1757,1866,e4,B20,Sicilian Defense: Bowdler Attack,3
E96MC3Cv,TRUE,37,resign,black,15+10,1675,1500,d4,A45,Indian Game: Tartakower Attack,3
fSrN3H4V,TRUE,49,mate,white,10+0,1887,1500,d4,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,4
syd1IGLL,TRUE,16,mate,black,15+0,1371,1575,g3,A00,Hungarian Opening,1
kCAaN0aX,TRUE,57,mate,white,15+0,1314,1398,d4,A50,Queen's Indian Accelerated,4
ZbQDBgz8,TRUE,107,mate,white,15+0,1628,1408,Nc3,A00,Van Geet Opening: Napoleon Attack,5
UvX0bacP,TRUE,121,resign,white,15+0,1514,1425,e4,C55,Italian Game: Two Knights Defense #2,8
i070jbuW,TRUE,18,mate,black,15+0,1446,1505,e4,C50,Italian Game: Schilling-Kostic Gambit,6
sb16k5Xo,TRUE,90,resign,black,15+0,1448,1418,d4,D31,Semi-Slav Defense: Accelerated Move Order,6
Iw5DtRN0,TRUE,49,mate,white,15+0,1377,1451,d4,D00,Queen's Pawn Game #2,3
1GPTxeIY,TRUE,61,mate,white,15+0,1424,1396,e4,C40,Gunderam Defense,4
aA3KsGYR,TRUE,66,resign,black,15+0,1434,1737,d4,C00,Rat Defense: Small Center Defense,4
ncuHKIQF,TRUE,41,resign,white,15+0,1407,1500,e4,C00,French Defense: Steinitz Attack,3
1olrd1FQ,TRUE,42,mate,black,15+0,1446,1364,e4,C65,Ruy Lopez: Berlin Defense #2,6
N8BEsFIy,TRUE,21,resign,black,15+0,1398,1436,e4,C21,Center Game,5
Hyp0AZpA,TRUE,33,mate,white,15+0,1418,1443,e4,C46,Three Knights Opening #2,6
FWpWyRH4,TRUE,51,mate,white,15+0,1443,1499,e4,C24,Bishop's Opening: Berlin Defense,4
v6GYT7EO,TRUE,56,mate,black,15+0,1288,1470,d4,D06,Queen's Gambit Refused: Austrian Defense,4
5fgvTyw9,TRUE,37,mate,white,15+0,1431,1295,e4,C42,Russian Game: Three Knights Game,5
gvaZQiqS,TRUE,35,resign,white,15+0,1358,1367,d4,A40,Mikenas Defense,2
rLsvy8P2,TRUE,86,mate,black,15+0,1289,1260,e4,C26,Vienna Game: Stanley Variation,5
lwdpW1Fg,FALSE,33,resign,white,15+0,1245,1260,e3,A00,Van't Kruijs Opening,1
v8nTkGS9,FALSE,41,mate,white,15+0,1260,1245,e4,C40,Elephant Gambit,4
504luGZQ,FALSE,30,resign,black,15+0,1260,1565,e4,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11
m9cITAtR,FALSE,20,outoftime,black,15+0,1714,1260,e4,C57,Italian Game: Two Knights Defense |  Fritz Variation,10
TgaSarp1,FALSE,114,mate,black,15+0,1222,1260,c4,A10,English Opening: Anglo-Lithuanian Variation,2
Dk6LXhcG,FALSE,36,mate,black,15+0,1260,1222,e4,C41,Philidor Defense,5
tEnKiqrf,FALSE,20,mate,black,15+0,1260,1222,e4,C20,King's Pawn Game: Mengarini's Opening,3
PKqqtqMy,FALSE,47,outoftime,white,15+0,1260,1392,e4,B00,St. George Defense,2
vFN21bTF,FALSE,66,mate,black,15+0,1392,1260,a3,A00,Anderssen Opening,1
YQWa7tmr,FALSE,49,mate,white,15+0,1500,1260,e4,C64,Ruy Lopez: Classical Variation |  Central Variation,7
JyUeznff,TRUE,34,mate,black,15+0,1279,1716,d4,D01,Queen's Pawn Game: Chigorin Variation,4
ucnN1vp9,FALSE,63,resign,white,15+8,1279,1488,e4,C20,King's Pawn Game: Mengarini's Opening,3
9QXJGIF7,FALSE,95,mate,white,15+0,1461,1279,e4,C44,King's Knight Opening: Normal Variation,4
JidILpa0,TRUE,40,outoftime,black,10+0,1336,1563,e4,C21,Center Game,5
xMxtUv98,TRUE,54,mate,black,15+11,1347,1938,e4,C20,King's Pawn Game: Mengarini's Opening,3
jp1CCAiI,TRUE,32,outoftime,black,15+0,1500,1549,e4,C00,French Defense: Steinitz Attack,3
ZyEr0qfx,FALSE,54,outoftime,black,15+0,1500,1591,e4,C41,Philidor Defense #2,4
uArIui9r,FALSE,74,mate,black,15+0,1591,1500,c4,A20,English Opening: King's English Variation,2
Dv35d1E3,FALSE,79,mate,white,15+0,1591,1500,c4,A20,English Opening: King's English Variation,2
Ww8ZxIxp,FALSE,107,outoftime,white,15+0,1591,1500,c4,A20,English Opening: King's English Variation,2
soDayB3Q,FALSE,35,mate,white,10+0,1331,1500,d4,D00,Queen's Pawn Game: Huebsch Gambit,6
Su3yQC2v,FALSE,64,mate,black,150+60,1492,1500,e4,B20,Sicilian Defense: Bowdler Attack,3
Ql8BiGtd,FALSE,40,resign,black,18+18,1512,1500,e4,B22,Sicilian Defense: Alapin Variation,3
wyq18DYh,FALSE,2,outoftime,black,18+18,1500,1500,e4,B20,Sicilian Defense,2
peeLRjJj,FALSE,36,resign,black,5+8,1400,1500,e4,C22,Center Game: Normal Variation,6
jFZC8eUz,FALSE,46,mate,black,5+8,1500,1696,e3,A00,Van't Kruijs Opening,1
JvaAXwsj,TRUE,60,resign,black,20+1,1250,1208,e3,A00,Van't Kruijs Opening,1
bTl9McXe,TRUE,12,resign,black,6+5,1213,1599,e4,C22,Center Game: Normal Variation,6
Cvqy9r2Z,TRUE,15,resign,white,10+5,1626,1217,e4,C44,Scotch Game,5
ybmyI41z,TRUE,17,resign,white,20+0,1700,1220,e4,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
brRIdRzh,TRUE,87,resign,white,16+8,1937,1221,e4,C44,Scotch Game,5
5wbwJLj1,TRUE,29,resign,white,7+8,1596,1229,e4,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
nTMzwDzA,TRUE,25,resign,white,10+0,1508,1237,e4,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
V8E1hVAZ,TRUE,27,resign,white,16+0,1393,1251,e4,C50,Italian Game,5
tLsTP8ca,TRUE,41,resign,white,5+10,1512,1261,e4,C23,Bishop's Opening,3
Jl9LoR40,TRUE,33,resign,black,18+10,1266,1669,e4,C20,King's Pawn Game: Wayward Queen Attack,3
BnNlw0f4,TRUE,59,outoftime,white,5+8,1426,1282,e4,C20,King's Pawn Game: Leonardis Variation,3
YPC0Txsk,TRUE,23,mate,white,8+0,1625,1289,e4,C21,Center Game #2,3
GeoJoFs0,TRUE,17,mate,white,15+1,1502,1302,e4,C60,Ruy Lopez: Spanish Countergambit,6
ARXqvyOE,TRUE,46,mate,black,15+0,1330,1340,e4,C16,French Defense: Winawer Variation |  Advance Variation,7
eqQGtFvl,TRUE,26,resign,black,5+8,1350,1765,e4,B07,King's Pawn Game: Maroczy Defense,4
CNaHFyod,TRUE,76,mate,black,5+10,1640,1290,e4,C20,King's Pawn Game: Leonardis Variation,3
4c4rhxXO,TRUE,87,resign,white,20+4,1443,1313,e4,C20,King's Pawn Game: Wayward Queen Attack,3
OzJtdamz,TRUE,89,resign,white,15+0,1847,1287,e4,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
3VvXk4L1,TRUE,43,resign,white,8+1,1636,1298,e4,C40,Elephant Gambit,4
yea06Ypr,FALSE,61,resign,black,10+2,1500,1298,d4,D02,Queen's Pawn Game: Zukertort Variation,3
ECCF4ee3,FALSE,33,mate,white,5+5,1323,1318,d4,D00,Queen's Pawn Game #2,3
iSKk4ckr,TRUE,29,resign,white,5+8,1457,1327,e4,C20,King's Pawn Game: Leonardis Variation,3
5KMMpLTO,TRUE,50,resign,black,20+0,1289,1275,b4,A00,Polish Opening,1
9DB1TnYy,TRUE,39,mate,white,9+0,1189,1410,e4,B10,Caro-Kann Defense,2
7k8QeI9Z,FALSE,96,resign,black,20+15,1189,1366,e4,C23,Bishop's Opening,3
Vp0XR6HU,FALSE,86,resign,black,150+3,1367,1208,g4,A00,Grob Opening,1
LWqX3CfW,FALSE,30,outoftime,black,5+8,1367,1208,h4,A00,Kadas Opening,1
QoezbVcW,TRUE,25,mate,white,12+0,1505,1229,e4,B00,Nimzowitsch Defense,2
tBWeqmw2,TRUE,15,resign,white,180+8,1161,1244,Nf3,A04,Zukertort Opening: Slav Invitation,2
zdSpmbt5,FALSE,20,resign,black,8+0,1161,1465,e4,C20,King's Pawn Game: Wayward Queen Attack,3
rxLOMyUo,TRUE,21,mate,white,30+5,2022,1162,e4,C30,King's Gambit,3
lhxpRhu6,TRUE,17,resign,white,15+5,1465,1189,e4,B00,King's Pawn,1
kPXm1yCq,TRUE,45,mate,white,1+13,1292,1422,b3,A01,Nimzo-Larsen Attack: English Variation,2
59ff4N6H,TRUE,71,mate,white,15+0,2054,1977,e4,B32,Sicilian Defense: Godiva Variation,8
2qGLE7ir,TRUE,81,resign,white,15+0,1696,2054,d4,D11,Slav Defense: Quiet Variation,7
Uoe9up0s,TRUE,68,resign,black,15+0,2054,1626,e4,C22,Center Game: Normal Variation,6
RuHlwQEe,TRUE,2,outoftime,black,0+16,2073,2257,e4,B01,Scandinavian Defense,2
qyyJeVj8,TRUE,4,outoftime,black,0+16,2104,2081,e4,A03,Bird Opening: Williams Gambit,3
XdtidcM9,TRUE,2,outoftime,black,0+16,2159,1500,e4,B01,Scandinavian Defense,2
gENhjY12,TRUE,2,outoftime,black,0+16,1816,2230,e4,B01,Scandinavian Defense,2
sxWWj2rK,TRUE,37,resign,white,0+16,2098,2279,e4,A06,Zukertort Opening: Tennison Gambit,3
geYkmEU0,TRUE,39,draw,draw,0+16,2002,2302,e4,C00,French Defense: Knight Variation,3
BfVNuoo1,TRUE,23,mate,white,0+16,2276,2111,e4,C46,Three Knights Opening,5
39RyjZ7h,TRUE,33,resign,white,0+16,1500,2352,d3,A00,Mieses Opening,1
lG2DQSFG,TRUE,2,outoftime,black,0+16,1425,2346,b3,A01,Nimzo-Larsen Attack: Classical Variation,2
KPyvpZmW,TRUE,2,outoftime,black,0+16,1836,2340,d4,D00,Queen's Pawn Game,2
Zb03JOBE,TRUE,2,outoftime,black,0+16,1921,2322,d4,D00,Queen's Pawn Game,2
wVYBmOsX,TRUE,2,outoftime,black,0+16,1491,2318,b3,A01,Nimzo-Larsen Attack: Classical Variation,2
hGHnjl8h,TRUE,90,mate,black,8+0,1305,2318,d4,D11,Slav Defense: Bonet Gambit,7
XSUAQ0ND,TRUE,2,outoftime,black,0+16,1654,2314,e4,B01,Scandinavian Defense,2
oVAh4Lhy,TRUE,2,outoftime,black,0+16,1500,2314,b3,A01,Nimzo-Larsen Attack: Classical Variation,2
fshctHjX,TRUE,2,outoftime,black,0+16,1513,2312,e4,B01,Scandinavian Defense,2
oeKZfbZM,TRUE,27,outoftime,white,6+3,1591,1348,e4,C23,Bishop's Opening,3
XrrSqsLH,TRUE,19,resign,white,10+0,1531,1354,e4,C23,Bishop's Opening,3
wqVfMtL1,TRUE,23,resign,white,10+0,1337,1567,e4,C60,Ruy Lopez,5
hywQiDO9,TRUE,53,resign,black,10+0,1349,1308,e4,B23,Sicilian Defense: Closed Variation,3
c2jR4LLr,TRUE,28,outoftime,black,10+0,1354,1337,e4,C50,Italian Game: Giuoco Pianissimo |  Normal,8
uLpKebwX,TRUE,14,resign,black,10+0,1345,1471,e4,B25,Sicilian Defense: Closed Variation |  Traditional,4
NxiFn3UA,TRUE,26,resign,black,10+0,1352,1503,e4,B23,Sicilian Defense: Closed Variation,3
wsVUrD0r,TRUE,45,resign,white,12+5,1336,1364,e4,C50,Giuoco Piano,6
KCkUGpOT,TRUE,39,resign,white,15+5,1527,1371,e4,C64,Ruy Lopez: Classical Variation,6
QrDl6KmE,TRUE,35,outoftime,white,6+5,1572,1376,Nf3,D02,Queen's Pawn Game: Symmetrical Variation |  Pseudo-Catalan,5
0v0BpkZ5,TRUE,34,mate,black,6+5,1382,1567,e4,B00,King's Pawn Game: Nimzowitsch Defense,3
DWSeTh4w,TRUE,34,resign,white,15+0,1372,1395,e4,C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8
KQUiTt7P,TRUE,61,outoftime,white,10+0,1412,1406,e4,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
uPhqRqbs,TRUE,26,resign,black,10+3,1414,1557,e4,B03,Alekhine Defense #3,7
UtNlgfdi,TRUE,41,resign,white,10+5,1398,1515,e4,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5
kHmSQxwH,TRUE,18,resign,black,6+7,1415,1437,e4,C00,French Defense #2,2
j7WgO6Pq,TRUE,46,mate,black,20+0,1421,1630,e4,C77,Ruy Lopez: Morphy Defense |  Anderssen Variation,9
AsWSYyDc,TRUE,75,mate,white,20+0,1624,1427,e4,C23,Bishop's Opening,3
8JrLiPoU,TRUE,48,resign,black,10+0,1439,1422,e4,C41,Philidor Defense #2,4
1EoQv5mm,TRUE,14,resign,black,10+0,1454,1427,b3,A01,Nimzo-Larsen Attack: Modern Variation #4,5
x2cwpcrI,TRUE,33,mate,white,10+0,1413,1441,e4,B07,Pirc Defense #4,2
q4qoJqKJ,TRUE,42,mate,black,10+0,1444,1400,e4,C44,Scotch Game,5
AxGtAluc,TRUE,37,resign,white,10+0,1518,1408,e4,C50,Giuoco Piano,6
p1OQCGtH,TRUE,101,mate,white,10+0,1394,1442,e4,C60,Ruy Lopez,5
NK4gRxUv,TRUE,51,mate,white,10+0,1380,1418,e4,B00,Ware Defense,2
IVplPQB8,TRUE,22,mate,black,10+5,1500,1369,Nc3,C50,Four Knights Game: Italian Variation,8
xi7UTE9O,TRUE,45,mate,white,30+0,1770,1372,d4,A51,Indian Game: Budapest Defense,4
CBYqHsP1,TRUE,42,resign,black,15+30,1374,1848,e4,B12,Caro-Kann Defense: Advance Variation,5
LeQiPby9,TRUE,35,outoftime,white,5+5,1457,1384,d4,D04,Queen's Pawn Game: Colle System |  Anti-Colle,6
lMieuDBG,TRUE,42,mate,black,5+5,1480,1368,e4,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
YmvxwgHG,TRUE,31,draw,draw,15+4,1313,1370,e4,C64,Ruy Lopez: Classical Variation,6
Pl7ZdGbT,TRUE,47,resign,white,15+4,1359,1323,e4,C41,Philidor Defense #2,4
a3bZLPeJ,TRUE,28,outoftime,black,5+5,1361,1755,e4,C51,Italian Game: Evans Gambit |  Stone-Ware Variation,10
HcZQIxRG,TRUE,39,mate,white,5+5,1752,1363,e4,C50,Four Knights Game: Italian Variation,8
a72cPz2A,TRUE,54,resign,black,10+5,1373,1464,e4,B23,Sicilian Defense: Closed Variation,3
wIneNnu5,TRUE,86,resign,black,10+0,1373,2007,e4,C46,Four Knights Game: Italian Variation,7
cre1i6DG,TRUE,62,draw,draw,10+0,1197,1379,e4,C50,Giuoco Piano,6
bRnwnGwY,TRUE,20,outoftime,black,30+0,1382,1748,e4,B18,Caro-Kann Defense: Classical Variation,8
B07Eu6WD,TRUE,136,resign,black,30+2,1778,1360,d4,A52,Budapest Defense: Adler Variation,7
EtfaqCum,TRUE,55,resign,white,7+3,1547,1366,e4,C50,Italian Game: Giuoco Pianissimo |  Normal,8
eqx15kFh,TRUE,38,resign,white,5+5,1279,1408,e4,C48,Four Knights Game: Spanish Variation,7
sjzicfLS,TRUE,34,mate,black,10+0,1599,1473,e4,C55,Italian Game: Two Knights Defense,6
JtQnt7R1,TRUE,33,resign,white,8+0,1497,1500,e4,C00,French Defense #2,2
xFerEM6N,TRUE,105,resign,white,10+0,1631,1563,e4,C50,Italian Game: Giuoco Pianissimo,7
FiTxSZGE,FALSE,56,mate,black,20+8,1500,1563,d4,D00,Queen's Pawn Game: Mason Attack,3
sx1QZeXu,FALSE,29,resign,white,20+8,1563,1500,e4,C44,King's Knight Opening: Normal Variation,4
1hvGNOVW,FALSE,42,outoftime,black,7+8,1500,1563,e4,C23,Bishop's Opening,3
P98kAykL,FALSE,49,mate,white,9+0,1952,1563,e4,C60,Ruy Lopez,5
D1bsUMb3,FALSE,23,resign,white,0+15,1352,1298,e4,C46,Three Knights Opening #2,6
cvl6KdFr,FALSE,26,resign,black,5+8,1421,1563,e4,C21,Center Game #2,3
5LNM4UKG,FALSE,71,mate,white,3+8,1485,1352,e4,C45,Scotch Game,7
DjUye5AV,FALSE,113,outoftime,white,20+0,1563,1445,e4,C46,Four Knights Game: Gunsberg Variation,7
lwJeR9pp,FALSE,62,outoftime,black,5+7,1223,1563,e4,C20,King's Pawn Game: Napoleon Attack,3
gC0116EI,FALSE,84,resign,white,10+2,1702,1375,d4,D20,Queen's Gambit Accepted: Old Variation,5
HvrORfUp,TRUE,102,draw,draw,180+180,1430,1667,f4,A02,Bird Opening: From's Gambit,2
H2GNHY9y,TRUE,63,outoftime,white,5+5,1394,1228,d4,D06,Queen's Gambit Refused: Marshall Defense,4
qbz4cQPt,TRUE,86,outoftime,black,5+15,1511,1500,e4,C20,King's Pawn Game: Wayward Queen Attack,3
VGr87Skr,TRUE,120,outoftime,black,10+0,2016,2000,Nf3,A04,Zukertort Opening: Black Mustang Defense,2
yI6cT8yt,TRUE,101,mate,white,10+0,2006,1960,Nf3,A04,Zukertort Opening: Queen's Gambit Invitation,2
fRLACQPX,TRUE,59,resign,white,10+0,2043,2017,d4,D03,Queen's Pawn Game: Torre Attack |  Gruenfeld Variation |  Main Line,10
Q8Pfjqtx,TRUE,120,resign,black,10+0,1600,2015,e4,B06,Modern Defense,2
OyrT2wgH,TRUE,64,mate,black,10+0,1806,2009,e4,B06,Modern Defense: Bishop Attack,5
lJw0Buwd,TRUE,79,outoftime,white,10+0,2000,1920,Nf3,A04,Zukertort Opening: Kingside Fianchetto,2
1RyK9tQ1,TRUE,49,mate,white,10+0,1999,1487,Nf3,A04,Reti Opening #2,2
Kxaw9vGG,TRUE,33,resign,white,10+0,1988,2010,Nf3,A04,Zukertort Opening: Queen's Gambit Invitation,2
L7mAcwFE,TRUE,32,resign,black,10+0,1927,1978,e4,B06,Robatsch (Modern) Defense,4
Kpw2YX1D,TRUE,40,mate,black,10+0,1958,1967,b4,A00,Polish Opening,1
UN7MiJP7,TRUE,65,resign,white,10+0,1955,1969,Nf3,A04,Reti Opening #2,2
uB4u3dzQ,TRUE,29,resign,black,10+0,1970,1853,Nf3,A07,King's Indian Attack,3
WstI08cw,TRUE,152,draw,draw,10+0,1850,1974,f4,A03,Bird Opening: Dutch Variation,2
EiQvAPMI,TRUE,130,mate,black,10+0,1989,1891,Nf3,A04,Zukertort Opening: Queen's Gambit Invitation,2
W6tcwpLO,TRUE,46,mate,black,10+0,1948,1978,e4,B02,Alekhine Defense: Maroczy Variation,3
ArLwGrwo,TRUE,84,mate,black,10+0,1873,1970,e4,C26,Vienna Game: Stanley Variation |  Reversed Spanish,6
Tdf3r4re,TRUE,144,resign,black,10+0,1987,1797,Nf3,A04,Zukertort Opening: Queenside Fianchetto Variation,2
KYFMAOG1,TRUE,58,mate,black,10+0,1670,1984,e4,B06,Robatsch (Modern) Defense,4
q6esEwCt,TRUE,68,mate,black,10+0,1880,1975,e4,C42,Russian Game: French Attack,9
